Date,CO2_Concentration,State
1983-05-31,345.33,CO
1983-06-30,342.37,CO
1983-07-31,339.77,CO
1983-08-31,336.83,CO
1983-09-30,337.21,CO
1983-10-31,340.54,CO
1983-11-30,343.82,CO
1983-12-31,346.02,CO
1984-01-31,345.93,CO
1984-02-29,346.52,CO
1984-03-31,348.29,CO
1984-04-30,349.23,CO
1984-05-31,348.54,CO
1984-06-30,344.9,CO
1984-07-31,339.98,CO
1984-08-31,338.8,CO
1984-09-30,340.75,CO
1984-10-31,343.26,CO
1984-11-30,345.11,CO
1984-12-31,345.99,CO
1985-01-31,347.15,CO
1985-02-28,347.95,CO
1985-03-31,348.22,CO
1985-04-30,348.68,CO
1985-05-31,347.86,CO
1985-06-30,345.96,CO
1985-07-31,344.9,CO
1985-08-31,343.87,CO
1985-09-30,342.23,CO
1985-10-31,343.53,CO
1985-11-30,346.92,CO
1985-12-31,347.7,CO
1986-01-31,348.1,CO
1986-02-28,349.3,CO
1986-03-31,349.76,CO
1986-04-30,349.93,CO
1986-05-31,348.67,CO
1986-06-30,345.91,CO
1986-07-31,344.43,CO
1986-08-31,344.33,CO
1986-09-30,344.43,CO
1986-10-31,345.31,CO
1986-11-30,346.31,CO
1986-12-31,347.78,CO
1987-01-31,349.25,CO
1987-02-28,350.64,CO
1987-03-31,352.06,CO
1987-04-30,351.92,CO
1987-05-31,351.01,CO
1987-06-30,349.82,CO
1987-07-31,347.42,CO
1987-08-31,345.05,CO
1987-09-30,345.3,CO
1987-10-31,347.44,CO
1987-11-30,349.5,CO
1987-12-31,351.37,CO
1988-01-31,352.69,CO
1988-02-29,353.74,CO
1988-03-31,354.59,CO
1988-04-30,355.63,CO
1988-05-31,354.52,CO
1988-06-30,351.49,CO
1988-07-31,349.87,CO
1988-08-31,348.48,CO
1988-09-30,348.17,CO
1988-10-31,349.55,CO
1988-11-30,352.43,CO
1988-12-31,354.35,CO
1989-01-31,354.57,CO
1989-02-28,355.27,CO
1989-03-31,355.79,CO
1989-04-30,356.12,CO
1989-05-31,355.92,CO
1989-06-30,354.93,CO
1989-07-31,353.17,CO
1989-08-31,350.17,CO
1989-09-30,349.42,CO
1989-10-31,351.45,CO
1989-11-30,353.92,CO
1989-12-31,354.83,CO
1990-01-31,355.66,CO
1990-02-28,357.3,CO
1990-03-31,357.76,CO
1990-04-30,358.01,CO
1990-05-31,358.23,CO
1990-06-30,356.08,CO
1990-07-31,352.19,CO
1990-08-31,350.49,CO
1990-09-30,351.53,CO
1990-10-31,352.53,CO
1990-11-30,353.95,CO
1990-12-31,355.82,CO
1991-01-31,357.32,CO
1991-02-28,358.59,CO
1991-03-31,359.59,CO
1991-04-30,360.17,CO
1991-05-31,358.77,CO
1991-06-30,356.85,CO
1991-07-31,353.89,CO
1991-08-31,351.51,CO
1991-09-30,351.49,CO
1991-10-31,353.35,CO
1991-11-30,356.35,CO
1991-12-31,357.95,CO
1992-01-31,359.1,CO
1992-02-29,359.59,CO
1992-03-31,360.33,CO
1992-04-30,359.96,CO
1992-05-31,357.76,CO
1992-06-30,356.86,CO
1992-07-31,356.39,CO
1992-08-31,354.28,CO
1992-09-30,353.06,CO
1992-10-31,354.4,CO
1992-11-30,356.13,CO
1992-12-31,357.38,CO
1993-01-31,358.76,CO
1993-02-28,359.58,CO
1993-03-31,360.74,CO
1993-04-30,361.6,CO
1993-05-31,360.76,CO
1993-06-30,358.87,CO
1993-07-31,354.74,CO
1993-08-31,351.87,CO
1993-09-30,353.51,CO
1993-10-31,356.24,CO
1993-11-30,357.26,CO
1993-12-31,358.08,CO
1994-01-31,359.7,CO
1994-02-28,361.08,CO
1994-03-31,362.07,CO
1994-04-30,362.93,CO
1994-05-31,362.14,CO
1994-06-30,359.32,CO
1994-07-31,358.09,CO
1994-08-31,357.18,CO
1994-09-30,356.04,CO
1994-10-31,357.27,CO
1994-11-30,359.1,CO
1994-12-31,360.63,CO
1995-01-31,361.99,CO
1995-02-28,362.26,CO
1995-03-31,362.87,CO
1995-04-30,364.54,CO
1995-05-31,365.26,CO
1995-06-30,362.79,CO
1995-07-31,359.0,CO
1995-08-31,357.02,CO
1995-09-30,357.69,CO
1995-10-31,359.45,CO
1995-11-30,361.38,CO
1995-12-31,362.53,CO
1996-01-31,363.78,CO
1996-02-29,364.92,CO
1996-03-31,365.48,CO
1996-04-30,366.27,CO
1996-05-31,366.8,CO
1996-06-30,364.23,CO
1996-07-31,361.19,CO
1996-08-31,360.38,CO
1996-09-30,359.27,CO
1996-10-31,360.41,CO
1996-11-30,362.78,CO
1996-12-31,364.09,CO
1997-01-31,365.54,CO
1997-02-28,366.6,CO
1997-03-31,367.14,CO
1997-04-30,367.52,CO
1997-05-31,366.18,CO
1997-06-30,363.21,CO
1997-07-31,360.7,CO
1997-08-31,360.38,CO
1997-09-30,360.13,CO
1997-10-31,361.31,CO
1997-11-30,364.46,CO
1997-12-31,366.47,CO
1998-01-31,366.93,CO
1998-02-28,367.77,CO
1998-03-31,369.24,CO
1998-04-30,369.97,CO
1998-05-31,368.68,CO
1998-06-30,366.75,CO
1998-07-31,364.97,CO
1998-08-31,362.24,CO
1998-09-30,361.68,CO
1998-10-31,365.63,CO
1998-11-30,367.82,CO
1998-12-31,368.11,CO
1999-01-31,369.6,CO
1999-02-28,370.88,CO
1999-03-31,371.29,CO
1999-04-30,371.93,CO
1999-05-31,372.28,CO
1999-06-30,369.52,CO
1999-07-31,364.77,CO
1999-08-31,362.8,CO
1999-09-30,364.17,CO
1999-10-31,366.16,CO
1999-11-30,368.38,CO
1999-12-31,370.0,CO
2000-01-31,370.38,CO
2000-02-29,371.9,CO
2000-03-31,373.27,CO
2000-04-30,373.08,CO
2000-05-31,371.83,CO
2000-06-30,370.17,CO
2000-07-31,369.43,CO
2000-08-31,367.83,CO
2000-09-30,366.78,CO
2000-10-31,368.46,CO
2000-11-30,370.23,CO
2000-12-31,371.43,CO
2001-01-31,372.95,CO
2001-02-28,373.55,CO
2001-03-31,374.46,CO
2001-04-30,375.1,CO
2001-05-31,373.48,CO
2001-06-30,372.83,CO
2001-07-31,373.35,CO
2001-08-31,370.59,CO
2001-09-30,368.58,CO
2001-10-31,369.39,CO
2001-11-30,371.21,CO
2001-12-31,373.45,CO
2002-01-31,374.97,CO
2002-02-28,376.12,CO
2002-03-31,376.64,CO
2002-04-30,376.58,CO
2002-05-31,375.73,CO
2002-06-30,374.1,CO
2002-07-31,372.42,CO
2002-08-31,370.96,CO
2002-09-30,370.51,CO
2002-10-31,371.89,CO
2002-11-30,374.64,CO
2002-12-31,376.1,CO
2003-01-31,376.89,CO
2003-02-28,377.8,CO
2003-03-31,378.34,CO
2003-04-30,379.33,CO
2003-05-31,378.61,CO
2003-06-30,376.47,CO
2003-07-31,375.0,CO
2003-08-31,372.91,CO
2003-09-30,371.86,CO
2003-10-31,374.0,CO
2003-11-30,377.11,CO
2003-12-31,378.8,CO
2004-01-31,378.92,CO
2004-02-29,379.98,CO
2004-03-31,380.71,CO
2004-04-30,380.77,CO
2004-05-31,380.33,CO
2004-06-30,378.09,CO
2004-07-31,375.35,CO
2004-08-31,373.48,CO
2004-09-30,374.35,CO
2004-10-31,376.2,CO
2004-11-30,377.97,CO
2004-12-31,379.25,CO
2005-01-31,380.38,CO
2005-02-28,382.73,CO
2005-03-31,384.15,CO
2005-04-30,384.29,CO
2005-05-31,382.0,CO
2005-06-30,378.75,CO
2005-07-31,378.65,CO
2005-08-31,377.02,CO
2005-09-30,375.7,CO
2005-10-31,377.19,CO
2005-11-30,379.9,CO
2005-12-31,383.31,CO
2006-01-31,384.35,CO
2006-02-28,384.38,CO
2006-03-31,385.64,CO
2006-04-30,386.34,CO
2006-05-31,384.59,CO
2006-06-30,381.47,CO
2006-07-31,379.61,CO
2006-08-31,378.46,CO
2006-09-30,378.87,CO
2006-10-31,381.57,CO
2006-11-30,382.95,CO
2006-12-31,383.56,CO
2007-01-31,384.93,CO
2007-02-28,385.67,CO
2007-03-31,386.37,CO
2007-04-30,388.03,CO
2007-05-31,387.1,CO
2007-06-30,383.32,CO
2007-07-31,381.4,CO
2007-08-31,380.95,CO
2007-09-30,380.79,CO
2007-10-31,381.93,CO
2007-11-30,383.63,CO
2007-12-31,385.3,CO
2008-01-31,388.4,CO
2008-02-29,389.88,CO
2008-03-31,389.53,CO
2008-04-30,390.17,CO
2008-05-31,389.46,CO
2008-06-30,386.43,CO
2008-07-31,382.93,CO
2008-08-31,380.9,CO
2008-09-30,381.33,CO
2008-10-31,384.03,CO
2008-11-30,386.02,CO
2008-12-31,387.48,CO
2009-01-31,389.45,CO
2009-02-28,390.44,CO
2009-03-31,390.97,CO
2009-04-30,391.25,CO
2009-05-31,389.68,CO
2009-06-30,386.96,CO
2009-07-31,386.0,CO
2009-08-31,385.56,CO
2009-09-30,384.48,CO
2009-10-31,385.34,CO
2009-11-30,387.23,CO
2009-12-31,388.82,CO
2010-01-31,390.55,CO
2010-02-28,392.29,CO
2010-03-31,392.97,CO
2010-04-30,393.4,CO
2010-05-31,393.63,CO
2010-06-30,391.29,CO
2010-07-31,388.63,CO
2010-08-31,386.3,CO
2010-09-30,386.02,CO
2010-10-31,388.61,CO
2010-11-30,390.97,CO
2010-12-31,392.19,CO
2011-01-31,393.84,CO
2011-02-28,395.47,CO
2011-03-31,396.66,CO
2011-04-30,397.19,CO
2011-05-31,395.28,CO
2011-06-30,392.82,CO
2011-07-31,391.82,CO
2011-08-31,389.49,CO
2011-09-30,388.41,CO
2011-10-31,390.49,CO
2011-11-30,392.86,CO
2011-12-31,393.86,CO
2012-01-31,395.42,CO
2012-02-29,396.82,CO
2012-03-31,397.64,CO
2012-04-30,397.74,CO
2012-05-31,395.67,CO
2012-06-30,394.27,CO
2012-07-31,393.05,CO
2012-08-31,390.73,CO
2012-09-30,390.79,CO
2012-10-31,392.46,CO
2012-11-30,394.55,CO
2012-12-31,396.89,CO
2013-01-31,398.13,CO
2013-02-28,399.25,CO
2013-03-31,400.09,CO
2013-04-30,400.53,CO
2013-05-31,400.09,CO
2013-06-30,398.05,CO
2013-07-31,395.42,CO
2013-08-31,393.12,CO
2013-09-30,392.86,CO
2013-10-31,394.88,CO
2013-11-30,397.48,CO
2013-12-31,399.06,CO
2014-01-31,400.19,CO
2014-02-28,401.39,CO
2014-03-31,402.4,CO
2014-04-30,403.68,CO
2014-05-31,403.21,CO
2014-06-30,399.16,CO
2014-07-31,395.57,CO
2014-08-31,394.95,CO
2014-09-30,395.46,CO
2014-10-31,397.03,CO
2014-11-30,399.27,CO
2014-12-31,400.75,CO
2015-01-31,401.58,CO
2015-02-28,403.47,CO
2015-03-31,404.52,CO
2015-04-30,404.71,CO
2015-05-31,404.29,CO
2015-06-30,400.91,CO
2015-07-31,397.07,CO
2015-08-31,395.91,CO
2015-09-30,396.93,CO
2015-10-31,399.0,CO
2015-11-30,402.14,CO
2015-12-31,404.63,CO
2016-01-31,405.58,CO
2016-02-29,406.64,CO
2016-03-31,407.44,CO
2016-04-30,408.22,CO
2016-05-31,406.98,CO
2016-06-30,404.95,CO
2016-07-31,403.61,CO
2016-08-31,401.12,CO
2016-09-30,400.42,CO
2016-10-31,402.67,CO
2016-11-30,406.36,CO
2016-12-31,408.04,CO
2017-01-31,408.33,CO
2017-02-28,409.55,CO
2017-03-31,410.81,CO
2017-04-30,410.79,CO
2017-05-31,408.76,CO
2017-06-30,406.77,CO
2017-07-31,404.83,CO
2017-08-31,402.41,CO
2017-09-30,402.84,CO
2017-10-31,405.49,CO
2017-11-30,407.56,CO
2017-12-31,408.29,CO
2018-01-31,410.0030739929381,CO
2018-02-28,411.16858669774683,CO
2018-03-31,412.3126406402151,CO
2018-04-30,412.5151898829539,CO
2018-05-31,410.8021807604448,CO
2018-06-30,408.6465989144976,CO
2018-07-31,406.6517596300566,CO
2018-08-31,404.3281417977887,CO
2018-09-30,404.54988464653513,CO
2018-10-31,407.0598927731489,CO
2018-11-30,409.5818922583631,CO
2018-12-31,410.6746076502109,CO
1972-12-31,330.33,FL
1973-01-31,330.79,FL
1973-02-28,331.53,FL
1973-03-31,332.6,FL
1973-04-30,334.01,FL
1973-05-31,334.31,FL
1973-06-30,332.69,FL
1973-07-31,330.66,FL
1973-08-31,328.11,FL
1973-09-30,326.92,FL
1973-10-31,327.85,FL
1973-11-30,329.16,FL
1973-12-31,330.48,FL
1974-01-31,332.13,FL
1974-02-28,333.2,FL
1974-03-31,333.8,FL
1976-04-30,335.31,FL
1976-05-31,335.49,FL
1976-06-30,334.02,FL
1976-07-31,332.02,FL
1976-08-31,330.6,FL
1976-09-30,329.43,FL
1976-10-31,329.75,FL
1976-11-30,331.33,FL
1976-12-31,333.27,FL
1977-01-31,334.97,FL
1977-02-28,335.87,FL
1977-03-31,336.35,FL
1977-04-30,336.82,FL
1977-05-31,336.81,FL
1977-06-30,336.14,FL
1977-07-31,334.88,FL
1977-08-31,333.1,FL
1977-09-30,331.99,FL
1977-10-31,333.05,FL
1977-11-30,335.15,FL
1977-12-31,336.62,FL
1978-01-31,337.81,FL
1978-02-28,338.66,FL
1978-03-31,339.28,FL
1978-04-30,339.84,FL
1978-05-31,339.69,FL
1978-06-30,337.86,FL
1978-07-31,335.37,FL
1978-08-31,332.78,FL
1978-09-30,332.11,FL
1978-10-31,333.69,FL
1978-11-30,335.79,FL
1978-12-31,337.49,FL
1979-01-31,339.11,FL
1979-02-28,340.25,FL
1979-03-31,341.2,FL
1979-04-30,342.01,FL
1979-05-31,341.43,FL
1979-06-30,339.61,FL
1979-07-31,337.77,FL
1979-08-31,335.66,FL
1979-09-30,334.55,FL
1979-10-31,335.9,FL
1979-11-30,337.81,FL
1979-12-31,339.2,FL
1980-01-31,341.18,FL
1980-02-29,342.45,FL
1980-03-31,342.86,FL
1980-04-30,343.34,FL
1980-05-31,342.72,FL
1980-06-30,341.32,FL
1980-07-31,339.72,FL
1980-08-31,337.75,FL
1980-09-30,336.42,FL
1980-10-31,337.26,FL
1980-11-30,339.52,FL
1980-12-31,341.17,FL
1981-01-31,342.43,FL
1981-02-28,343.42,FL
1981-03-31,344.21,FL
1981-04-30,345.08,FL
1981-05-31,345.58,FL
1981-06-30,344.94,FL
1981-07-31,343.44,FL
1981-08-31,340.75,FL
1981-09-30,337.89,FL
1981-10-31,338.55,FL
1981-11-30,341.12,FL
1981-12-31,342.27,FL
1982-01-31,342.86,FL
1982-02-28,343.75,FL
1982-03-31,344.46,FL
1982-04-30,345.17,FL
1982-05-31,344.67,FL
1982-06-30,343.04,FL
1982-07-31,340.81,FL
1982-08-31,337.51,FL
1982-09-30,336.21,FL
1982-10-31,338.42,FL
1982-11-30,340.28,FL
1982-12-31,341.8,FL
1983-01-31,343.67,FL
1983-02-28,344.85,FL
1983-03-31,345.37,FL
1983-04-30,346.11,FL
1983-05-31,346.93,FL
1983-06-30,346.43,FL
1983-07-31,343.96,FL
1983-08-31,341.08,FL
1983-09-30,339.89,FL
1983-10-31,340.53,FL
1983-11-30,341.89,FL
1983-12-31,343.87,FL
1984-01-31,345.9,FL
1984-02-29,346.46,FL
1984-03-31,347.06,FL
1984-04-30,348.12,FL
1984-05-31,348.2,FL
1984-06-30,347.15,FL
1984-07-31,345.22,FL
1984-08-31,342.64,FL
1984-09-30,341.21,FL
1984-10-31,342.38,FL
1984-11-30,344.94,FL
1984-12-31,346.23,FL
1985-01-31,346.87,FL
1985-02-28,347.97,FL
1985-03-31,349.16,FL
1985-04-30,349.89,FL
1985-05-31,349.41,FL
1985-06-30,348.45,FL
1985-07-31,346.72,FL
1985-08-31,343.54,FL
1985-09-30,342.06,FL
1985-10-31,344.02,FL
1985-11-30,346.48,FL
1985-12-31,347.89,FL
1986-01-31,349.09,FL
1986-02-28,349.79,FL
1986-03-31,350.29,FL
1986-04-30,350.97,FL
1986-05-31,350.85,FL
1986-06-30,349.77,FL
1986-07-31,348.11,FL
1986-08-31,345.36,FL
1986-09-30,343.5,FL
1986-10-31,344.68,FL
1986-11-30,347.26,FL
1986-12-31,349.06,FL
1987-01-31,349.77,FL
1987-02-28,351.23,FL
1987-03-31,352.72,FL
1987-04-30,352.77,FL
1987-05-31,352.38,FL
1987-06-30,351.8,FL
1987-07-31,350.4,FL
1987-08-31,348.68,FL
1987-09-30,347.44,FL
1987-10-31,348.04,FL
1987-11-30,349.99,FL
1987-12-31,351.66,FL
1988-01-31,352.63,FL
1988-02-29,353.06,FL
1988-03-31,354.22,FL
1988-04-30,355.51,FL
1988-05-31,355.2,FL
1988-06-30,354.14,FL
1988-07-31,352.58,FL
1988-08-31,350.35,FL
1988-09-30,349.49,FL
1988-10-31,350.65,FL
1988-11-30,352.7,FL
1988-12-31,354.02,FL
1989-01-31,354.04,FL
1989-02-28,354.25,FL
1989-03-31,355.51,FL
1989-04-30,356.54,FL
1989-05-31,357.01,FL
1989-06-30,356.07,FL
1989-07-31,354.33,FL
1989-08-31,352.73,FL
1989-09-30,352.14,FL
1989-10-31,352.7,FL
1989-11-30,354.49,FL
1989-12-31,355.78,FL
1990-01-31,356.07,FL
1990-02-28,356.9,FL
1990-03-31,357.84,FL
1990-04-30,359.0,FL
1990-05-31,359.41,FL
1990-06-30,357.63,FL
1990-07-31,355.35,FL
1990-08-31,352.43,FL
1990-09-30,351.76,FL
1990-10-31,354.99,FL
1990-11-30,356.57,FL
1990-12-31,356.07,FL
1991-01-31,356.4,FL
1991-02-28,358.24,FL
1991-03-31,359.73,FL
1991-04-30,359.82,FL
1991-05-31,359.31,FL
1991-06-30,358.49,FL
1991-07-31,356.27,FL
1991-08-31,353.61,FL
1991-09-30,352.29,FL
1991-10-31,352.94,FL
1991-11-30,355.56,FL
1991-12-31,358.08,FL
1992-01-31,359.26,FL
1992-02-29,358.97,FL
1992-03-31,359.36,FL
1992-04-30,361.11,FL
1992-05-31,360.75,FL
1992-06-30,358.09,FL
1992-07-31,355.85,FL
1992-08-31,353.94,FL
1992-09-30,353.9,FL
1992-10-31,356.1,FL
1992-11-30,356.93,FL
1992-12-31,357.11,FL
1993-01-31,358.19,FL
1993-02-28,359.78,FL
1993-03-31,362.35,FL
1993-04-30,362.76,FL
1993-05-31,360.07,FL
1993-06-30,359.02,FL
1993-07-31,360.95,FL
1993-08-31,358.82,FL
1993-09-30,353.76,FL
1993-10-31,354.1,FL
1993-11-30,356.61,FL
1993-12-31,358.1,FL
1994-01-31,359.04,FL
1994-02-28,360.2,FL
1994-03-31,362.01,FL
1994-04-30,362.43,FL
1994-05-31,361.92,FL
1994-06-30,360.95,FL
1994-07-31,359.25,FL
1994-08-31,356.48,FL
1994-09-30,354.2,FL
1994-10-31,355.21,FL
1994-11-30,358.9,FL
1994-12-31,363.14,FL
1995-01-31,365.74,FL
1995-02-28,365.28,FL
1995-03-31,364.07,FL
1995-04-30,364.17,FL
1995-05-31,363.52,FL
1995-06-30,362.55,FL
1995-07-31,361.15,FL
1995-08-31,358.68,FL
1995-09-30,357.78,FL
1995-10-31,360.07,FL
1995-11-30,362.72,FL
1995-12-31,362.87,FL
1996-01-31,363.93,FL
1996-02-29,365.33,FL
1996-03-31,365.73,FL
1996-04-30,366.2,FL
1996-05-31,366.24,FL
1996-06-30,364.9,FL
1996-07-31,362.12,FL
1996-08-31,360.01,FL
1996-09-30,359.44,FL
1996-10-31,360.47,FL
1996-11-30,362.28,FL
1996-12-31,362.68,FL
1997-01-31,364.65,FL
1997-02-28,366.8,FL
1997-03-31,367.51,FL
1997-04-30,368.17,FL
1997-05-31,367.38,FL
1997-06-30,366.03,FL
1997-07-31,363.74,FL
1997-08-31,360.59,FL
1997-09-30,359.56,FL
1997-10-31,361.91,FL
1997-11-30,364.94,FL
1997-12-31,367.33,FL
1998-01-31,368.81,FL
1998-02-28,368.84,FL
1998-03-31,369.19,FL
1998-04-30,369.48,FL
1998-05-31,369.2,FL
1998-06-30,368.94,FL
1998-07-31,367.66,FL
1998-08-31,365.32,FL
1998-09-30,363.75,FL
1998-10-31,366.31,FL
1998-11-30,368.37,FL
1998-12-31,368.43,FL
1999-01-31,370.41,FL
1999-02-28,371.86,FL
1999-03-31,371.76,FL
1999-04-30,371.66,FL
1999-05-31,371.4,FL
1999-06-30,370.28,FL
1999-07-31,368.47,FL
1999-08-31,366.8,FL
1999-09-30,365.25,FL
1999-10-31,366.4,FL
1999-11-30,368.96,FL
1999-12-31,369.65,FL
2000-01-31,371.87,FL
2000-02-29,374.3,FL
2000-03-31,373.37,FL
2000-04-30,373.05,FL
2000-05-31,373.05,FL
2000-06-30,371.77,FL
2000-07-31,370.04,FL
2000-08-31,367.32,FL
2000-09-30,366.23,FL
2000-10-31,368.27,FL
2000-11-30,371.94,FL
2000-12-31,373.6,FL
2001-01-31,373.96,FL
2001-02-28,376.22,FL
2001-03-31,377.12,FL
2001-04-30,376.06,FL
2001-05-31,374.8,FL
2001-06-30,373.29,FL
2001-07-31,371.67,FL
2001-08-31,369.32,FL
2001-09-30,368.33,FL
2001-10-31,369.39,FL
2001-11-30,371.14,FL
2001-12-31,373.77,FL
2002-01-31,375.2,FL
2002-02-28,375.13,FL
2002-03-31,376.15,FL
2002-04-30,376.75,FL
2002-05-31,376.88,FL
2002-06-30,375.61,FL
2002-07-31,372.62,FL
2002-08-31,370.66,FL
2002-09-30,369.96,FL
2002-10-31,371.89,FL
2002-11-30,374.99,FL
2002-12-31,376.53,FL
2003-01-31,378.17,FL
2003-02-28,379.74,FL
2003-03-31,380.05,FL
2003-04-30,380.0,FL
2003-05-31,379.44,FL
2003-06-30,378.29,FL
2003-07-31,376.39,FL
2003-08-31,373.84,FL
2003-09-30,373.41,FL
2003-10-31,375.92,FL
2003-11-30,377.57,FL
2003-12-31,377.94,FL
2004-01-31,380.15,FL
2004-02-29,381.19,FL
2004-03-31,381.49,FL
2004-04-30,382.04,FL
2004-05-31,381.0,FL
2004-06-30,379.95,FL
2004-07-31,378.45,FL
2004-08-31,375.55,FL
2004-09-30,373.85,FL
2004-10-31,375.46,FL
2004-11-30,377.27,FL
2004-12-31,379.62,FL
2005-01-31,382.28,FL
2005-02-28,382.28,FL
2005-03-31,382.46,FL
2005-04-30,383.59,FL
2005-05-31,383.25,FL
2005-06-30,380.89,FL
2005-07-31,379.3,FL
2005-08-31,379.1,FL
2005-09-30,377.83,FL
2005-10-31,377.87,FL
2005-11-30,381.14,FL
2005-12-31,383.98,FL
2006-01-31,383.91,FL
2006-02-28,383.73,FL
2006-06-30,384.16,FL
2006-07-31,381.88,FL
2006-08-31,379.57,FL
2006-09-30,378.51,FL
2006-10-31,380.16,FL
2006-11-30,382.26,FL
2006-12-31,383.02,FL
2007-01-31,384.57,FL
2007-02-28,387.17,FL
2007-03-31,388.5,FL
2007-04-30,387.94,FL
2007-05-31,386.76,FL
2007-06-30,385.53,FL
2007-07-31,383.69,FL
2007-08-31,381.05,FL
2007-09-30,379.91,FL
2007-10-31,381.48,FL
2007-11-30,383.48,FL
2007-12-31,385.62,FL
2008-01-31,388.18,FL
2008-02-29,388.7,FL
2008-03-31,388.9,FL
2008-04-30,389.86,FL
2008-05-31,389.41,FL
2008-06-30,387.82,FL
2008-07-31,386.79,FL
2008-08-31,384.85,FL
2008-09-30,382.5,FL
2008-10-31,383.53,FL
2008-11-30,386.67,FL
2008-12-31,388.26,FL
2009-01-31,389.35,FL
2009-02-28,390.71,FL
2009-03-31,391.03,FL
2009-04-30,391.44,FL
2009-05-31,391.51,FL
2009-06-30,390.45,FL
2009-07-31,387.98,FL
2009-08-31,384.79,FL
2009-09-30,382.78,FL
2009-10-31,384.81,FL
2009-11-30,387.93,FL
2009-12-31,389.22,FL
2010-01-31,390.96,FL
2010-02-28,392.34,FL
2010-03-31,392.36,FL
2010-04-30,392.76,FL
2010-05-31,393.08,FL
2010-06-30,392.06,FL
2010-07-31,389.72,FL
2010-08-31,387.3,FL
2010-09-30,386.52,FL
2010-10-31,388.5,FL
2010-11-30,390.94,FL
2010-12-31,392.43,FL
2011-01-31,393.08,FL
2011-02-28,394.45,FL
2011-03-31,395.74,FL
2011-04-30,394.79,FL
2011-05-31,394.06,FL
2011-06-30,394.08,FL
2011-07-31,392.46,FL
2011-08-31,390.12,FL
2011-09-30,389.03,FL
2011-10-31,390.69,FL
2011-11-30,394.1,FL
2011-12-31,394.59,FL
2012-01-31,394.38,FL
2012-02-29,396.02,FL
2012-03-31,396.33,FL
2012-04-30,395.85,FL
2012-05-31,396.35,FL
2012-06-30,395.72,FL
2012-07-31,393.96,FL
2012-08-31,391.78,FL
2012-09-30,390.69,FL
2012-10-31,393.38,FL
2012-11-30,395.81,FL
2012-12-31,395.9,FL
2013-01-31,397.1,FL
2013-02-28,399.27,FL
2013-03-31,400.2,FL
2013-04-30,400.3,FL
2013-05-31,400.31,FL
2013-06-30,399.17,FL
2013-07-31,396.88,FL
2013-08-31,393.79,FL
2013-09-30,392.45,FL
2013-10-31,394.78,FL
2013-11-30,397.79,FL
2013-12-31,398.46,FL
2014-01-31,398.64,FL
2014-02-28,399.86,FL
2014-03-31,401.03,FL
2014-04-30,401.76,FL
2014-05-31,401.74,FL
2014-06-30,400.6,FL
2014-07-31,398.59,FL
2014-08-31,396.42,FL
2014-09-30,395.04,FL
2014-10-31,396.44,FL
2014-11-30,399.11,FL
2014-12-31,400.43,FL
2015-01-31,402.06,FL
2015-02-28,402.52,FL
2015-03-31,402.48,FL
2015-04-30,403.8,FL
2015-05-31,404.17,FL
2015-06-30,403.12,FL
2015-07-31,401.36,FL
2015-08-31,399.05,FL
2015-09-30,397.9,FL
2015-10-31,399.04,FL
2015-11-30,400.61,FL
2015-12-31,403.18,FL
2016-01-31,405.88,FL
2016-02-29,406.59,FL
2016-03-31,407.15,FL
2016-04-30,407.94,FL
2016-05-31,408.33,FL
2016-06-30,407.0,FL
2016-07-31,403.71,FL
2016-08-31,401.87,FL
2016-09-30,401.79,FL
2016-10-31,403.58,FL
2016-11-30,406.47,FL
2016-12-31,407.28,FL
2017-01-31,407.49,FL
2017-02-28,408.43,FL
2017-03-31,409.86,FL
2017-04-30,410.43,FL
2017-05-31,409.8,FL
2017-06-30,408.5,FL
2017-07-31,406.29,FL
2017-08-31,403.96,FL
2017-09-30,402.93,FL
2017-10-31,403.59,FL
2017-11-30,406.0,FL
2017-12-31,408.15,FL
2018-01-31,409.8945360867681,FL
2018-02-28,410.8144707722133,FL
2018-03-31,412.2150225065755,FL
2018-04-30,412.7827357651202,FL
2018-05-31,412.1063790872057,FL
2018-06-30,410.7336705257059,FL
2018-07-31,408.4157300416,FL
2018-08-31,406.0079082898271,FL
2018-09-30,404.99401722213486,FL
2018-10-31,405.7335963083954,FL
2018-11-30,408.297176712755,FL
2018-12-31,410.55556968429727,FL
1976-03-31,334.25,HI
1976-04-30,335.69,HI
1976-05-31,336.38,HI
1976-06-30,334.63,HI
1976-07-31,331.39,HI
1976-08-31,328.89,HI
1976-09-30,328.54,HI
1976-10-31,330.04,HI
1976-11-30,331.87,HI
1976-12-31,332.55,HI
1977-01-31,333.67,HI
1977-02-28,334.43,HI
1977-03-31,334.89,HI
1977-04-30,336.78,HI
1977-05-31,337.86,HI
1977-06-30,336.51,HI
1977-07-31,334.77,HI
1977-08-31,332.82,HI
1977-09-30,330.86,HI
1977-10-31,330.97,HI
1977-11-30,332.87,HI
1977-12-31,334.35,HI
1978-01-31,335.57,HI
1978-02-28,336.67,HI
1978-03-31,337.58,HI
1978-04-30,338.31,HI
1978-05-31,339.38,HI
1978-06-30,339.02,HI
1978-07-31,335.94,HI
1978-08-31,332.73,HI
1978-09-30,331.34,HI
1978-10-31,332.53,HI
1978-11-30,334.41,HI
1978-12-31,335.54,HI
1979-01-31,337.02,HI
1979-02-28,338.59,HI
1979-03-31,339.33,HI
1979-04-30,339.85,HI
