Date,CO2_Concentration,State
1979-05-31,341.15,HI
1979-06-30,340.14,HI
1979-07-31,336.62,HI
1979-08-31,334.31,HI
1979-09-30,333.24,HI
1979-10-31,334.31,HI
1979-11-30,336.83,HI
1979-12-31,337.27,HI
1980-07-31,340.15,HI
1980-08-31,337.25,HI
1980-09-30,335.65,HI
1980-10-31,336.74,HI
1980-11-30,338.18,HI
1980-12-31,339.29,HI
1981-01-31,341.0,HI
1981-02-28,341.92,HI
1981-03-31,342.44,HI
1981-04-30,343.59,HI
1981-05-31,344.04,HI
1981-06-30,342.46,HI
1981-07-31,339.52,HI
1981-08-31,337.45,HI
1981-09-30,336.7,HI
1981-10-31,337.79,HI
1981-11-30,339.24,HI
1981-12-31,340.25,HI
1982-01-31,341.63,HI
1982-02-28,342.89,HI
1982-03-31,343.64,HI
1982-04-30,344.36,HI
1982-05-31,344.83,HI
1982-06-30,343.51,HI
1982-07-31,340.84,HI
1982-08-31,338.27,HI
1982-09-30,336.73,HI
1982-10-31,337.58,HI
1982-11-30,339.82,HI
1982-12-31,341.21,HI
1983-01-31,342.06,HI
1983-02-28,343.53,HI
1983-03-31,344.88,HI
1983-04-30,345.74,HI
1983-05-31,346.23,HI
1983-06-30,345.2,HI
1983-07-31,343.06,HI
1983-08-31,339.57,HI
1983-09-30,338.36,HI
1983-10-31,340.09,HI
1983-11-30,341.79,HI
1983-12-31,343.05,HI
1984-01-31,344.37,HI
1984-02-29,345.54,HI
1984-03-31,346.4,HI
1984-04-30,347.58,HI
1984-05-31,348.11,HI
1984-06-30,346.95,HI
1984-07-31,343.71,HI
1984-08-31,340.5,HI
1984-09-30,340.26,HI
1984-10-31,341.63,HI
1984-11-30,343.1,HI
1984-12-31,344.61,HI
1985-01-31,345.82,HI
1985-02-28,346.55,HI
1985-03-31,347.36,HI
1985-04-30,348.57,HI
1985-05-31,349.84,HI
1985-06-30,348.94,HI
1985-07-31,345.82,HI
1985-08-31,342.67,HI
1985-09-30,341.35,HI
1985-10-31,342.65,HI
1985-11-30,344.71,HI
1985-12-31,346.35,HI
1986-01-31,347.36,HI
1986-02-28,347.74,HI
1986-03-31,348.48,HI
1986-04-30,349.56,HI
1986-05-31,350.2,HI
1986-06-30,349.53,HI
1986-07-31,347.01,HI
1986-08-31,344.72,HI
1986-09-30,343.43,HI
1986-10-31,343.93,HI
1986-11-30,345.9,HI
1986-12-31,347.7,HI
1987-01-31,349.14,HI
1987-02-28,349.57,HI
1987-03-31,350.12,HI
1987-04-30,351.46,HI
1987-05-31,352.49,HI
1987-06-30,351.34,HI
1987-07-31,348.21,HI
1987-08-31,346.2,HI
1987-09-30,345.15,HI
1987-10-31,346.04,HI
1987-11-30,347.99,HI
1987-12-31,349.61,HI
1988-01-31,350.88,HI
1988-02-29,351.99,HI
1988-03-31,352.98,HI
1988-04-30,354.3,HI
1988-05-31,355.03,HI
1988-06-30,353.74,HI
1988-07-31,351.67,HI
1988-08-31,348.6,HI
1988-09-30,347.64,HI
1988-10-31,349.37,HI
1988-11-30,350.8,HI
1988-12-31,352.12,HI
1989-01-31,353.05,HI
1989-02-28,353.42,HI
1989-03-31,354.63,HI
1989-04-30,356.36,HI
1989-05-31,356.68,HI
1989-06-30,355.31,HI
1989-07-31,352.96,HI
1989-08-31,350.2,HI
1989-09-30,349.4,HI
1989-10-31,350.36,HI
1989-11-30,352.46,HI
1989-12-31,353.99,HI
1990-01-31,354.89,HI
1990-02-28,356.05,HI
1990-03-31,356.62,HI
1990-04-30,357.23,HI
1990-05-31,357.56,HI
1990-06-30,355.88,HI
1990-07-31,353.69,HI
1990-08-31,351.88,HI
1990-09-30,350.57,HI
1990-10-31,351.29,HI
1990-11-30,353.45,HI
1990-12-31,354.96,HI
1991-01-31,355.95,HI
1991-02-28,356.97,HI
1991-03-31,357.95,HI
1991-04-30,359.45,HI
1991-05-31,360.02,HI
1991-06-30,358.37,HI
1991-07-31,355.68,HI
1991-08-31,352.78,HI
1991-09-30,351.61,HI
1991-10-31,352.91,HI
1991-11-30,354.55,HI
1991-12-31,355.98,HI
1992-01-31,357.7,HI
1992-02-29,358.51,HI
1992-03-31,358.9,HI
1992-04-30,359.71,HI
1992-05-31,360.13,HI
1992-06-30,358.35,HI
1992-07-31,355.67,HI
1992-08-31,353.63,HI
1992-09-30,352.09,HI
1992-10-31,353.02,HI
1992-11-30,354.88,HI
1992-12-31,356.46,HI
1993-01-31,357.85,HI
1993-02-28,359.0,HI
1993-03-31,359.3,HI
1993-04-30,360.2,HI
1993-05-31,361.17,HI
1993-06-30,359.91,HI
1993-07-31,357.21,HI
1993-08-31,353.66,HI
1993-09-30,352.31,HI
1993-10-31,353.81,HI
1993-11-30,355.89,HI
1993-12-31,358.29,HI
1994-01-31,359.91,HI
1994-02-28,361.23,HI
1994-03-31,361.76,HI
1994-04-30,361.44,HI
1994-05-31,361.8,HI
1994-06-30,360.54,HI
1994-07-31,358.36,HI
1994-08-31,356.08,HI
1994-09-30,354.69,HI
1994-10-31,355.86,HI
1994-11-30,358.3,HI
1994-12-31,360.09,HI
1995-01-31,361.21,HI
1995-02-28,362.27,HI
1995-03-31,363.35,HI
1995-04-30,364.3,HI
1995-05-31,364.16,HI
1995-06-30,362.51,HI
1995-07-31,360.27,HI
1995-08-31,357.6,HI
1995-09-30,356.84,HI
1995-10-31,358.79,HI
1995-11-30,360.26,HI
1995-12-31,361.08,HI
1996-01-31,362.51,HI
1996-02-29,363.93,HI
1996-03-31,364.58,HI
1996-04-30,364.9,HI
1996-05-31,365.8,HI
1996-06-30,365.49,HI
1996-07-31,362.8,HI
1996-08-31,360.07,HI
1996-09-30,358.61,HI
1996-10-31,358.98,HI
1996-11-30,361.41,HI
1996-12-31,364.28,HI
1997-01-31,364.86,HI
1997-02-28,364.67,HI
1997-03-31,365.3,HI
1997-04-30,366.72,HI
1997-05-31,367.73,HI
1997-06-30,366.44,HI
1997-07-31,363.89,HI
1997-08-31,361.04,HI
1997-09-30,359.23,HI
1997-10-31,360.38,HI
1997-11-30,363.43,HI
1997-12-31,366.3,HI
1998-01-31,367.05,HI
1998-02-28,368.23,HI
1998-03-31,369.65,HI
1998-04-30,369.7,HI
1998-05-31,369.45,HI
1998-06-30,368.13,HI
1998-07-31,366.58,HI
1998-08-31,364.37,HI
1998-09-30,362.11,HI
1998-10-31,364.16,HI
1998-11-30,366.44,HI
1998-12-31,367.81,HI
1999-01-31,369.52,HI
1999-02-28,370.04,HI
1999-03-31,370.77,HI
1999-04-30,371.87,HI
1999-05-31,372.12,HI
1999-06-30,370.43,HI
1999-07-31,366.99,HI
1999-08-31,364.04,HI
1999-09-30,363.44,HI
1999-10-31,365.12,HI
1999-11-30,367.3,HI
1999-12-31,368.81,HI
2000-01-31,369.68,HI
2000-02-29,370.62,HI
2000-03-31,372.15,HI
2000-04-30,373.08,HI
2000-05-31,373.4,HI
2000-06-30,372.51,HI
2000-07-31,369.52,HI
2000-08-31,366.53,HI
2000-09-30,366.1,HI
2000-10-31,367.24,HI
2000-11-30,368.79,HI
2000-12-31,370.1,HI
2001-01-31,371.82,HI
2001-02-28,372.52,HI
2001-03-31,372.54,HI
2001-04-30,373.89,HI
2001-05-31,374.96,HI
2001-06-30,373.54,HI
2001-07-31,370.75,HI
2001-08-31,368.44,HI
2001-09-30,367.48,HI
2001-10-31,368.58,HI
2001-11-30,370.87,HI
2001-12-31,372.11,HI
2002-01-31,373.27,HI
2002-02-28,374.58,HI
2002-03-31,375.56,HI
2002-04-30,376.49,HI
2002-05-31,376.13,HI
2002-06-30,374.47,HI
2002-07-31,372.53,HI
2002-08-31,370.05,HI
2002-09-30,368.98,HI
2002-10-31,370.86,HI
2002-11-30,373.12,HI
2002-12-31,375.27,HI
2003-01-31,377.2,HI
2003-02-28,377.73,HI
2003-03-31,377.63,HI
2003-04-30,378.51,HI
2003-05-31,379.81,HI
2003-06-30,379.06,HI
2003-07-31,375.79,HI
2003-08-31,372.45,HI
2003-09-30,372.57,HI
2003-10-31,374.48,HI
2003-11-30,375.53,HI
2003-12-31,376.54,HI
2004-01-31,378.1,HI
2004-02-29,379.23,HI
2004-03-31,379.79,HI
2004-04-30,380.78,HI
2004-05-31,381.26,HI
2004-06-30,380.25,HI
2004-07-31,378.68,HI
2004-08-31,377.03,HI
2004-09-30,375.16,HI
2004-10-31,375.36,HI
2004-11-30,377.37,HI
2004-12-31,377.75,HI
2005-01-31,378.39,HI
2005-02-28,381.29,HI
2005-03-31,383.21,HI
2005-04-30,383.5,HI
2005-05-31,383.89,HI
2005-06-30,382.13,HI
2005-07-31,378.98,HI
2005-08-31,376.43,HI
2005-09-30,375.87,HI
2005-10-31,377.01,HI
2005-11-30,378.71,HI
2005-12-31,380.53,HI
2006-01-31,382.48,HI
2006-02-28,383.51,HI
2006-03-31,384.09,HI
2006-04-30,385.42,HI
2006-05-31,386.41,HI
2006-06-30,385.27,HI
2006-07-31,382.56,HI
2006-08-31,378.85,HI
2006-09-30,377.34,HI
2006-10-31,379.12,HI
2006-11-30,381.6,HI
2006-12-31,382.79,HI
2007-01-31,384.19,HI
2007-02-28,385.52,HI
2007-03-31,385.61,HI
2007-04-30,386.48,HI
2007-05-31,387.27,HI
2007-06-30,385.99,HI
2007-07-31,383.36,HI
2007-08-31,381.33,HI
2007-09-30,381.1,HI
2007-10-31,381.78,HI
2007-11-30,382.71,HI
2007-12-31,384.14,HI
2008-01-31,386.17,HI
2008-02-29,387.54,HI
2008-03-31,388.08,HI
2008-04-30,389.69,HI
2008-05-31,390.79,HI
2008-06-30,388.97,HI
2008-07-31,385.97,HI
2008-08-31,383.9,HI
2008-09-30,382.73,HI
2008-10-31,383.11,HI
2008-11-30,384.57,HI
2008-12-31,386.4,HI
2009-01-31,388.1,HI
2009-02-28,389.09,HI
2009-03-31,389.33,HI
2009-04-30,390.19,HI
2009-05-31,391.29,HI
2009-06-30,389.69,HI
2009-07-31,386.6,HI
2009-08-31,384.74,HI
2009-09-30,383.46,HI
2009-10-31,384.42,HI
2009-11-30,386.67,HI
2009-12-31,388.14,HI
2010-01-31,389.54,HI
2010-02-28,391.61,HI
2010-03-31,392.42,HI
2010-04-30,393.16,HI
2010-05-31,394.36,HI
2010-06-30,392.69,HI
2010-07-31,388.82,HI
2010-08-31,386.2,HI
2010-09-30,386.27,HI
2010-10-31,388.51,HI
2010-11-30,390.37,HI
2010-12-31,390.94,HI
2011-01-31,392.59,HI
2011-02-28,393.52,HI
2011-03-31,393.75,HI
2011-04-30,395.47,HI
2011-05-31,396.17,HI
2011-06-30,393.9,HI
2011-07-31,390.77,HI
2011-08-31,388.81,HI
2011-09-30,387.73,HI
2011-10-31,388.73,HI
2011-11-30,391.89,HI
2011-12-31,393.47,HI
2012-01-31,394.02,HI
2012-02-29,395.49,HI
2012-03-31,396.57,HI
2012-04-30,397.53,HI
2012-05-31,398.13,HI
2012-06-30,396.14,HI
2012-07-31,393.1,HI
2012-08-31,391.4,HI
2012-09-30,390.87,HI
2012-10-31,392.18,HI
2012-11-30,393.87,HI
2012-12-31,394.95,HI
2013-01-31,396.5,HI
2013-02-28,398.29,HI
2013-03-31,399.71,HI
2013-04-30,399.79,HI
2013-05-31,400.47,HI
2013-06-30,399.82,HI
2013-07-31,396.14,HI
2013-08-31,393.55,HI
2013-09-30,392.47,HI
2013-10-31,394.1,HI
2013-11-30,396.98,HI
2013-12-31,397.72,HI
2014-01-31,398.64,HI
2014-02-28,399.51,HI
2014-03-31,400.19,HI
2014-04-30,401.73,HI
2014-05-31,402.51,HI
2014-06-30,401.27,HI
2014-07-31,398.05,HI
2014-08-31,395.29,HI
2014-09-30,395.1,HI
2014-10-31,396.5,HI
2014-11-30,398.51,HI
2014-12-31,400.19,HI
2015-01-31,401.69,HI
2015-02-28,402.8,HI
2015-03-31,403.23,HI
2015-04-30,403.93,HI
2015-05-31,404.22,HI
2015-06-30,402.84,HI
2015-07-31,399.72,HI
2015-08-31,397.3,HI
2015-09-30,397.06,HI
2015-10-31,398.67,HI
2015-11-30,400.48,HI
2015-12-31,402.5,HI
2016-01-31,405.66,HI
2016-02-29,407.03,HI
2016-03-31,406.66,HI
2016-04-30,407.56,HI
2016-05-31,408.28,HI
2016-06-30,406.4,HI
2016-07-31,403.27,HI
2016-08-31,400.57,HI
2016-09-30,399.82,HI
2016-10-31,401.5,HI
2016-11-30,404.02,HI
2016-12-31,405.71,HI
2017-01-31,407.68,HI
2017-02-28,408.77,HI
2017-03-31,408.76,HI
2017-04-30,409.24,HI
2017-05-31,409.95,HI
2017-06-30,409.32,HI
2017-07-31,406.49,HI
2017-08-31,402.68,HI
2017-09-30,401.83,HI
2017-10-31,403.77,HI
2017-11-30,406.54,HI
2017-12-31,408.36,HI
2018-01-31,410.35461346102517,HI
2018-02-28,411.44927363381925,HI
2018-03-31,411.4401559644454,HI
2018-04-30,411.92032301991065,HI
2018-05-31,412.6303546492428,HI
2018-06-30,412.0003606377608,HI
2018-07-31,409.1703617715928,HI
2018-08-31,405.3603619862661,HI
2018-09-30,404.51036202691114,HI
2018-10-31,406.45036203460666,HI
2018-11-30,409.22036203606365,HI
2018-12-31,411.0403620363395,HI
2002-04-30,377.68,OK
2002-05-31,374.75,OK
2002-06-30,374.22,OK
2002-07-31,372.78,OK
2002-08-31,368.45,OK
2002-09-30,370.19,OK
2002-10-31,376.37,OK
2002-11-30,378.05,OK
2002-12-31,381.27,OK
2003-01-31,385.33,OK
2003-02-28,386.39,OK
2003-03-31,384.0,OK
2003-04-30,378.5,OK
2003-05-31,375.95,OK
2003-06-30,374.84,OK
2003-07-31,374.65,OK
2003-08-31,374.6,OK
2003-09-30,374.04,OK
2003-10-31,374.08,OK
2003-11-30,377.21,OK
2003-12-31,380.94,OK
2004-01-31,380.27,OK
2004-02-29,381.51,OK
2004-03-31,381.66,OK
2004-04-30,378.39,OK
2004-05-31,378.58,OK
2004-06-30,379.29,OK
2004-07-31,375.71,OK
2004-08-31,372.19,OK
2004-09-30,373.77,OK
2004-10-31,377.73,OK
2004-11-30,380.71,OK
2004-12-31,381.68,OK
2005-01-31,382.59,OK
2005-02-28,383.46,OK
2005-03-31,382.71,OK
2005-04-30,381.51,OK
2005-05-31,382.24,OK
2005-06-30,379.03,OK
2005-07-31,375.12,OK
2005-08-31,377.89,OK
2005-09-30,379.87,OK
2005-10-31,380.68,OK
2005-11-30,383.66,OK
2005-12-31,384.39,OK
2006-01-31,384.88,OK
2006-02-28,388.01,OK
2006-03-31,388.42,OK
2006-04-30,387.53,OK
2006-05-31,386.14,OK
2006-06-30,379.39,OK
2006-07-31,378.58,OK
2006-08-31,383.04,OK
2006-09-30,380.78,OK
2006-10-31,384.33,OK
2006-11-30,390.17,OK
2006-12-31,389.85,OK
2007-01-31,390.4,OK
2007-02-28,391.18,OK
2007-03-31,388.84,OK
2007-04-30,388.17,OK
2007-05-31,387.16,OK
2007-06-30,384.3,OK
2007-07-31,383.98,OK
2007-08-31,383.48,OK
2007-09-30,383.08,OK
2007-10-31,384.64,OK
2007-11-30,388.95,OK
2007-12-31,391.61,OK
2008-01-31,391.57,OK
2008-02-29,393.35,OK
2008-03-31,393.86,OK
2008-04-30,390.04,OK
2008-05-31,386.51,OK
2008-06-30,383.53,OK
2008-07-31,382.59,OK
2008-08-31,382.11,OK
2008-09-30,379.92,OK
2008-10-31,385.07,OK
2008-11-30,391.75,OK
2008-12-31,395.87,OK
2009-01-31,394.65,OK
2009-02-28,394.02,OK
2009-03-31,394.92,OK
2009-04-30,393.62,OK
2009-05-31,391.78,OK
2009-06-30,392.64,OK
2009-07-31,396.26,OK
2009-08-31,390.46,OK
2009-09-30,384.46,OK
2009-10-31,391.02,OK
2009-11-30,394.02,OK
2009-12-31,397.35,OK
2010-01-31,403.63,OK
2010-02-28,402.02,OK
2010-03-31,396.86,OK
2010-04-30,393.77,OK
2010-05-31,391.79,OK
2010-06-30,388.45,OK
2010-07-31,387.75,OK
2010-08-31,393.3,OK
2010-09-30,393.22,OK
2010-10-31,391.99,OK
2010-11-30,397.68,OK
2010-12-31,401.58,OK
2011-01-31,400.81,OK
2011-02-28,400.14,OK
2011-03-31,399.47,OK
2011-04-30,398.71,OK
2011-05-31,394.25,OK
2011-06-30,391.03,OK
2011-07-31,395.57,OK
2011-08-31,394.1,OK
2011-09-30,386.85,OK
2011-10-31,389.89,OK
2011-11-30,396.67,OK
2011-12-31,397.85,OK
2012-01-31,398.17,OK
2012-02-29,398.87,OK
2012-03-31,395.32,OK
2012-04-30,391.76,OK
2012-05-31,394.03,OK
2012-06-30,396.12,OK
2012-07-31,394.3,OK
2012-08-31,393.82,OK
2012-09-30,396.52,OK
2012-10-31,398.91,OK
2012-11-30,400.41,OK
2012-12-31,403.42,OK
2013-01-31,404.21,OK
2013-02-28,404.56,OK
2013-03-31,403.95,OK
2013-04-30,400.57,OK
2013-05-31,398.96,OK
2013-06-30,397.64,OK
2013-07-31,394.77,OK
2013-08-31,392.36,OK
2013-09-30,394.3,OK
2013-10-31,398.57,OK
2013-11-30,402.01,OK
2013-12-31,404.73,OK
2014-01-31,404.61,OK
2014-02-28,403.71,OK
2014-03-31,404.58,OK
2014-04-30,404.42,OK
2014-05-31,403.44,OK
2014-06-30,400.9,OK
2014-07-31,392.08,OK
2014-08-31,389.28,OK
2014-09-30,394.76,OK
2014-10-31,399.2,OK
2014-11-30,406.13,OK
2014-12-31,411.48,OK
2015-01-31,407.73,OK
2015-02-28,407.57,OK
2015-03-31,409.59,OK
2015-04-30,405.42,OK
2015-05-31,402.01,OK
2015-06-30,402.25,OK
2015-07-31,399.98,OK
2015-08-31,395.83,OK
2015-09-30,399.32,OK
2015-10-31,405.79,OK
2015-11-30,407.21,OK
2015-12-31,408.92,OK
2016-01-31,410.58,OK
2016-02-29,409.49,OK
2016-03-31,407.58,OK
2016-04-30,405.6,OK
2016-05-31,404.04,OK
2016-06-30,405.15,OK
2016-07-31,405.29,OK
2016-08-31,402.72,OK
2016-09-30,403.3,OK
2016-10-31,407.61,OK
2016-11-30,411.04,OK
2016-12-31,412.32,OK
2017-01-31,412.84,OK
2017-02-28,412.72,OK
2017-03-31,412.41,OK
2017-04-30,410.43,OK
2017-05-31,407.21,OK
2017-06-30,405.83,OK
2017-07-31,404.41,OK
2017-08-31,398.56,OK
2017-09-30,399.01,OK
2017-10-31,409.84,OK
2017-11-30,415.72,OK
2017-12-31,415.59,OK
2018-01-31,415.2246803932083,OK
2018-02-28,415.01684599076737,OK
2018-03-31,414.7910023041148,OK
2018-04-30,413.6354671319174,OK
2018-05-31,412.2754559040861,OK
2018-06-30,411.95940035323304,OK
2018-07-31,411.13893482829445,OK
2018-08-31,408.8149649796041,OK
2018-09-30,409.4190203660906,OK
2018-10-31,413.5863384973004,OK
2018-11-30,416.0452346394813,OK
2018-12-31,416.5253606986202,OK
1982-03-31,344.62,OR
1982-04-30,345.06,OR
1982-05-31,344.81,OR
1982-06-30,342.1,OR
1982-07-31,337.72,OR
1982-08-31,334.75,OR
1982-09-30,335.84,OR
1982-10-31,338.91,OR
1982-11-30,340.79,OR
1982-12-31,342.31,OR
1983-01-31,343.5,OR
1983-02-28,344.15,OR
1983-03-31,345.76,OR
1983-04-30,347.32,OR
1983-05-31,345.49,OR
1983-06-30,342.88,OR
1983-07-31,340.52,OR
1983-08-31,336.22,OR
1983-09-30,337.29,OR
1983-10-31,342.0,OR
1983-11-30,345.38,OR
1983-12-31,348.03,OR
1984-01-31,347.7,OR
1984-02-29,347.24,OR
1984-03-31,348.32,OR
1984-04-30,348.84,OR
1984-05-31,347.97,OR
1984-06-30,343.62,OR
1984-07-31,340.03,OR
1984-08-31,339.99,OR
1984-09-30,341.12,OR
1984-10-31,342.2,OR
1984-11-30,345.18,OR
1984-12-31,349.41,OR
1985-01-31,351.38,OR
1985-02-28,349.73,OR
1985-03-31,349.21,OR
1985-04-30,350.02,OR
1985-05-31,350.16,OR
1985-06-30,348.15,OR
1985-07-31,343.66,OR
1985-08-31,340.86,OR
1985-09-30,343.07,OR
1985-10-31,345.82,OR
1985-11-30,347.55,OR
1985-12-31,350.31,OR
1986-01-31,351.93,OR
1986-02-28,351.61,OR
1986-03-31,351.04,OR
1986-04-30,351.06,OR
1986-05-31,351.15,OR
1986-06-30,349.84,OR
1986-07-31,343.16,OR
1986-08-31,340.45,OR
1986-09-30,345.05,OR
1986-10-31,346.65,OR
1986-11-30,347.92,OR
1986-12-31,350.6,OR
1987-01-31,352.09,OR
1987-02-28,352.29,OR
1987-03-31,352.52,OR
1987-04-30,354.52,OR
1987-05-31,354.42,OR
1987-06-30,351.43,OR
1987-07-31,346.67,OR
1987-08-31,344.28,OR
1987-09-30,349.28,OR
1987-10-31,353.73,OR
1987-11-30,352.86,OR
1987-12-31,352.84,OR
1988-01-31,354.72,OR
1988-02-29,355.76,OR
1988-03-31,356.02,OR
1988-04-30,356.59,OR
1988-05-31,356.06,OR
1988-06-30,353.33,OR
1988-07-31,349.53,OR
1988-08-31,347.12,OR
1988-09-30,348.45,OR
1988-10-31,349.98,OR
1988-11-30,351.93,OR
1988-12-31,355.23,OR
1989-01-31,357.5,OR
1989-02-28,358.15,OR
1989-03-31,357.2,OR
1989-04-30,356.71,OR
1989-05-31,357.2,OR
1989-06-30,354.95,OR
1989-07-31,349.71,OR
1989-08-31,347.87,OR
1989-09-30,351.97,OR
1989-10-31,354.48,OR
1989-11-30,354.84,OR
1989-12-31,356.19,OR
1990-01-31,357.22,OR
1990-02-28,357.51,OR
1990-03-31,358.65,OR
1990-04-30,359.03,OR
1990-05-31,357.86,OR
1990-06-30,355.23,OR
1990-07-31,351.99,OR
1990-08-31,349.95,OR
1990-09-30,351.24,OR
1990-10-31,354.11,OR
1990-11-30,356.71,OR
1990-12-31,358.47,OR
1991-01-31,358.97,OR
1991-02-28,359.84,OR
1991-03-31,360.25,OR
1991-04-30,359.83,OR
1991-05-31,359.3,OR
1991-06-30,357.52,OR
1991-07-31,352.02,OR
1991-08-31,349.21,OR
1991-09-30,353.42,OR
1991-10-31,357.61,OR
1991-11-30,357.6,OR
1991-12-31,357.46,OR
1992-01-31,359.65,OR
1992-02-29,361.44,OR
1992-03-31,360.81,OR
1992-04-30,359.85,OR
1992-05-31,360.12,OR
1992-06-30,358.22,OR
1992-07-31,352.3,OR
1992-08-31,347.58,OR
1992-09-30,349.35,OR
1992-10-31,354.13,OR
1992-11-30,356.86,OR
1992-12-31,360.31,OR
1993-01-31,363.15,OR
1993-02-28,361.84,OR
1993-03-31,360.74,OR
1993-04-30,362.03,OR
1993-05-31,360.92,OR
1993-06-30,356.77,OR
1993-07-31,352.66,OR
1993-08-31,351.24,OR
1993-09-30,353.99,OR
1993-10-31,358.97,OR
1993-11-30,361.63,OR
1993-12-31,360.94,OR
1994-01-31,362.51,OR
1994-02-28,363.95,OR
1994-03-31,362.77,OR
1994-04-30,362.49,OR
1994-05-31,361.03,OR
1994-06-30,358.53,OR
1994-07-31,355.97,OR
1994-08-31,356.99,OR
1994-09-30,362.26,OR
1994-10-31,363.52,OR
1994-11-30,362.93,OR
1994-12-31,364.28,OR
1995-01-31,364.57,OR
1995-02-28,362.5,OR
1995-03-31,362.53,OR
1995-04-30,364.63,OR
1995-05-31,364.35,OR
1995-06-30,361.85,OR
1995-10-31,360.43,OR
1996-01-31,367.56,OR
1996-02-29,367.66,OR
1996-03-31,366.98,OR
1996-04-30,367.61,OR
1996-05-31,367.49,OR
1996-06-30,365.58,OR
1996-07-31,360.85,OR
1996-08-31,357.07,OR
1996-09-30,358.05,OR
1996-12-31,366.08,OR
1997-01-31,366.41,OR
1997-02-28,365.58,OR
1997-03-31,366.73,OR
1997-04-30,367.73,OR
1997-05-31,368.1,OR
1997-06-30,366.02,OR
1997-07-31,359.97,OR
1997-08-31,356.89,OR
1997-09-30,361.05,OR
1997-10-31,365.51,OR
1997-11-30,365.21,OR
1997-12-31,365.44,OR
1998-01-31,366.7126016983758,OR
1998-02-28,366.4315728007108,OR
1998-03-31,367.9113015325758,OR
1998-04-30,369.1063946723219,OR
1998-05-31,369.58999284050276,OR
1998-06-30,367.5664122326137,OR
1998-07-31,361.52791144326636,OR
1998-08-31,358.4567836414749,OR
1998-09-30,362.6487370620565,OR
1998-10-31,367.1365392588592,OR
1998-11-30,366.8397870628196,OR
1998-12-31,367.07351427479557,OR
1999-01-31,368.3534015362891,OR
1999-02-28,368.0720435326953,OR
1999-03-31,369.5589483610038,OR
1999-04-30,370.7597168615809,OR
1999-05-31,371.2456701562342,OR
1999-06-30,369.2131335321603,OR
1999-07-31,363.14764224767936,OR
1999-08-31,360.062792431204,OR
1999-09-30,364.2735502744968,OR
1999-10-31,368.7814731949849,OR
1999-11-30,368.4833991299702,OR
1999-12-31,368.71817809294504,OR
2000-01-31,370.00380254517495,OR
2000-02-29,369.72118548407684,OR
2000-03-31,371.2147532980049,OR
2000-04-30,372.4209023730764,OR
2000-05-31,372.90903329499463,OR
2000-06-30,370.8673900911553,OR
2000-07-31,364.7747225253511,OR
2000-08-31,361.67605112537126,OR
2000-09-30,365.9056752769925,OR
2000-10-31,370.4337959362669,OR
2000-11-30,370.1343863655228,OR
2000-12-31,370.3702172616108,OR
2001-01-31,371.66160194955705,OR
2001-02-28,371.3777186273565,OR
2001-03-31,372.87797836281914,OR
2001-04-30,374.08953158116765,OR
2001-05-31,374.57984957074984,OR
2001-06-30,372.52905879934195,OR
2001-07-31,366.409093079943,OR
2001-08-31,363.29653810486013,OR
2001-09-30,367.54511305753135,OR
2001-10-31,372.09352192931317,OR
2001-11-30,371.79277085613467,OR
2001-12-31,372.0296583908913,OR
2002-01-31,373.32682911877237,OR
2002-02-28,373.0416738593663,OR
2002-03-31,374.54865549792646,OR
2002-04-30,375.76563707187086,OR
2002-05-31,376.25815192772563,OR
2002-06-30,374.1981726028249,OR
2002-07-31,368.0507864204642,OR
2002-08-31,364.9242856649107,OR
2002-09-30,369.19189632749817,OR
2002-10-31,373.7606843129423,OR
2002-11-30,373.45858572671546,OR
2002-12-31,373.69653463439,OR
2003-01-31,374.99951732650914,OR
2003-02-28,374.7130844309876,OR
2003-03-31,376.2268180900817,OR
2003-04-30,377.44925234132916,OR
2003-05-31,377.9439739064994,OR
2003-06-30,375.8747648588566,OR
2003-07-31,369.6998353563442,OR
2003-08-31,366.5593263363495,OR
2003-09-30,370.8460579982162,OR
2003-10-31,375.4353164057968,OR
2003-11-30,375.1318642689988,OR
2003-12-31,375.37087930506505,OR
2004-01-31,376.6797000018868,OR
2004-02-29,376.3919837458101,OR
2004-03-31,377.91249967781823,OR
2004-04-30,379.1404110370508,OR
2004-05-31,379.637349198682,OR
2004-06-30,377.5588690745899,OR
2004-07-31,371.3562728442753,OR
2004-08-31,368.20169279591005,OR
2004-09-30,372.5076311285576,OR
2004-10-31,377.11745167585565,OR
2004-11-30,376.8126399239128,OR
2004-12-31,377.0527258651514,OR
2005-01-31,378.3674107238144,OR
2005-02-28,378.07840535709477,OR
2005-03-31,379.60573394994265,OR
2005-04-30,380.8391469573037,OR
2005-05-31,381.33831164684045,OR
2005-06-30,379.25051890730685,OR
2005-07-31,373.02013198861255,OR
2005-08-31,369.851417866734,OR
2005-09-30,374.1766489255144,OR
2005-10-31,378.807123741051,OR
2005-11-30,378.50094628221734,OR
2005-12-31,378.74210792681134,OR
2006-01-31,380.06268322165107,OR
2006-02-28,379.77238296843746,OR
2006-03-31,381.3065547462036,OR
2006-04-30,382.5454940517884,OR
2006-05-31,383.04689524517323,OR
2006-06-30,380.9497481650907,OR
2006-07-31,374.6914460420347,OR
2006-08-31,371.5085345190268,OR
2006-09-30,375.8531447448627,OR
2006-10-31,380.50436636993993,OR
2006-11-30,380.19681708517544,OR
